Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Lot Frontage_nans,Mas Vnr Area_nans,BsmtFin SF 1_nans,BsmtFin SF 2_nans,Bsmt Unf SF_nans,Total Bsmt SF_nans,Bsmt Full Bath_nans,Bsmt Half Bath_nans,Garage Yr Blt_nans,Garage Cars_nans,Garage Area_nans
626,535125070,20,RL,4.382026634673881,9.595262578853017,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,43,1,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,1387.0,Unf,0.0,175.0,1562.0,GasA,Gd,Y,SBrkr,7.356918242356021,0,0,7.356918242356021,1.0,0.0,2,0,2,1,Gd,5,Typ,2,Gd,Attchd,43.0,Unf,2.0,542.0,TA,TA,Y,0,110,0,0,342,0,Missing,GdWo,Missing,0,7,2009,WD ,12.4529327234617,0,0,0,0,0,0,0,0,0,0,0
722,902401130,70,RM,3.912023005428146,9.104979856318357,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,89,21,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624.0,Unf,0.0,26.0,650.0,GasA,Ex,Y,SBrkr,6.723832440821209,650,0,7.301147805856032,0.0,1.0,1,0,3,1,TA,7,Typ,0,Missing,Detchd,79.0,Unf,2.0,324.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD ,11.870599909242044,0,0,0,0,0,0,0,0,0,0,0
2260,916384050,20,RL,4.204692619390966,9.032170186304704,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1689.0,1689.0,GasA,Ex,Y,SBrkr,7.4318919168078,0,0,7.4318919168078,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,0.0,Fin,2.0,433.0,TA,TA,Y,100,39,0,0,0,0,Missing,Missing,Missing,0,4,2007,New,12.353254815881487,0,0,0,0,0,0,0,0,0,0,0
1639,527226040,190,RL,5.272999558563747,10.635855446249355,Pave,Missing,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,38,17,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1047.0,Unf,0.0,53.0,1100.0,Rare_var,TA,Y,SBrkr,7.261225091971921,0,0,7.261225091971921,1.0,0.0,1,1,3,1,TA,7,Mod,0,Missing,Rare_var,38.0,Unf,3.0,828.0,TA,TA,N,144,0,0,0,0,0,Missing,Missing,Missing,0,11,2007,WD ,11.951180395901384,0,0,0,0,0,0,0,0,0,0,0
1603,923252100,20,RL,4.07753744390572,8.778017809698136,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,25,25,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,534.0,Unf,0.0,282.0,816.0,GasA,Ex,Y,SBrkr,6.704414354964107,0,0,6.704414354964107,0.0,1.0,1,0,2,1,TA,4,Typ,0,Missing,Attchd,25.0,Unf,1.0,264.0,TA,TA,Y,315,0,0,0,0,0,Missing,GdWo,Missing,0,4,2008,WD ,11.763684183317412,0,0,0,0,0,0,0,0,0,0,0
1520,909177120,30,RL,4.0943445622221,8.894258825002703,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,87,58,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1228.0,1228.0,GasA,Ex,Y,SBrkr,7.261225091971921,0,0,7.261225091971921,0.0,0.0,2,0,2,1,TA,7,Typ,1,Gd,Attchd,87.0,Unf,1.0,312.0,TA,TA,Y,0,0,90,0,0,0,Missing,Missing,Missing,0,4,2008,WD ,12.031719258385396,0,0,0,0,0,0,0,0,0,0,0
1665,527402240,60,RL,4.219507705176107,8.918917979908679,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,35,3,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626.0,Unf,0.0,99.0,725.0,GasA,Gd,Y,SBrkr,6.586171654854675,754,0,7.2991214627108,1.0,0.0,1,1,4,1,Gd,7,Typ,0,Missing,Attchd,35.0,Fin,2.0,484.0,TA,TA,Y,0,32,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD ,12.122691036591123,1,0,0,0,0,0,0,0,0,0,0
2635,535478110,190,RL,4.248495242049359,8.85366542803745,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,44,44,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,953.0,Unf,0.0,72.0,1025.0,GasA,TA,Y,SBrkr,6.932447891572509,0,0,6.932447891572509,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Missing,26.0,Missing,0.0,0.0,Missing,Missing,Y,96,80,0,0,0,0,Missing,Missing,Missing,0,3,2006,WD ,11.728036844587175,0,0,0,0,0,0,0,0,1,0,0
581,534127130,20,RL,4.219507705176107,9.368796057668156,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Rare_var,Norm,1Fam,1Story,6,6,39,39,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1442.0,1442.0,GasA,TA,Y,SBrkr,7.273786317844895,0,0,7.273786317844895,0.0,0.0,2,0,2,1,TA,6,Typ,1,TA,Attchd,39.0,RFn,2.0,615.0,TA,TA,Y,371,0,0,0,0,0,Missing,Missing,Missing,0,2,2009,WD ,12.128111104060462,1,0,0,0,0,0,0,0,0,0,0
2435,528240080,60,RL,4.663439094112067,9.323133199451306,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1406.0,1406.0,GasA,Ex,Y,SBrkr,7.282073658093465,482,0,7.568379267836522,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,6.0,RFn,2.0,504.0,TA,TA,Y,188,124,0,0,0,0,Missing,Missing,Missing,0,11,2006,WD ,12.348006141418841,0,0,0,0,0,0,0,0,0,0,0
2799,907285010,60,RL,4.499809670330265,9.328123407632566,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,8,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,TA,TA,PConc,Gd,TA,Mn,ALQ,796.0,Unf,0.0,258.0,1054.0,GasA,Ex,Y,SBrkr,6.975413927455952,869,0,7.569927655242652,0.0,1.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,8.0,RFn,3.0,555.0,TA,TA,Y,128,84,0,0,0,0,Missing,Missing,Missing,0,5,2006,WD ,12.332705296463539,0,0,0,0,0,0,0,0,0,0,0
883,907414080,60,RL,4.1588830833596715,9.063347348235522,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,4,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,0.0,545.0,738.0,GasA,Ex,Y,SBrkr,6.6039438246004725,738,0,7.297091005160418,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,4.0,Fin,2.0,540.0,TA,TA,Y,100,35,0,0,0,0,Missing,Missing,Missing,0,2,2009,WD ,12.063932878369052,0,0,0,0,0,0,0,0,0,0,0
2537,534201300,85,RL,4.248495242049359,9.035986984831405,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,38,38,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,744.0,Unf,0.0,89.0,833.0,GasA,Gd,Y,SBrkr,6.8001700683022,0,0,6.8001700683022,1.0,0.0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,38.0,RFn,1.0,326.0,TA,TA,Y,143,0,0,0,0,0,Missing,Missing,Missing,0,8,2006,WD ,11.84939770159144,0,0,0,0,0,0,0,0,0,0,0
1120,528439010,20,RL,4.465908118654584,9.2140335438138,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2,1,Hip,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,666.0,Unf,0.0,794.0,1460.0,GasA,Ex,Y,SBrkr,7.286191714702382,0,0,7.286191714702382,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2.0,Fin,2.0,480.0,TA,TA,Y,0,20,0,0,0,0,Missing,Missing,Missing,0,8,2008,WD ,12.417143615610113,0,1,0,0,0,0,0,0,0,0,0
774,905107310,85,RL,4.219507705176107,8.98894529119609,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,31,31,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,456.0,Unf,0.0,0.0,456.0,GasA,TA,Y,SBrkr,6.9411900550683745,0,0,6.9411900550683745,0.0,1.0,1,0,3,1,TA,5,Typ,1,Fa,Basment,31.0,Fin,2.0,504.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD ,11.917723684090689,1,0,0,0,0,0,0,0,0,0,0
1447,907202010,20,RL,4.219507705176107,9.413281215972873,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,30,30,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,781.0,Unf,0.0,83.0,864.0,GasA,Ex,Y,SBrkr,7.068172000388042,0,0,7.068172000388042,1.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,30.0,Unf,2.0,528.0,TA,TA,Y,211,0,280,0,0,0,Missing,Missing,Missing,0,5,2008,WD ,11.970350312009105,1,0,0,0,0,0,0,0,0,0,0
104,533223100,160,FV,4.219507705176107,7.784473235736469,Pave,Missing,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,7,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,244.0,Unf,0.0,286.0,530.0,GasA,Ex,Y,SBrkr,6.272877006546167,550,0,6.984716320118266,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Missing,Attchd,7.0,RFn,2.0,496.0,TA,TA,Y,0,50,0,0,0,0,Missing,Missing,Missing,0,6,2010,WD ,11.898935885244258,1,0,0,0,0,0,0,0,0,0,0
2694,903454080,50,RM,3.912023005428146,9.0595174822416,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,69,56,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,6.659293919683638,596,0,7.226936018493289,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,69.0,Unf,1.0,198.0,TA,TA,N,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2006,WD ,11.691071650353702,0,0,0,0,0,0,0,0,0,0,0
920,909275080,50,RL,4.0943445622221,9.523690191176541,Pave,Missing,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,69,59,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,0.0,112.0,840.0,GasA,Ex,Y,SBrkr,6.733401891837359,727,0,7.356918242356021,1.0,0.0,1,1,2,1,TA,6,Min2,2,TA,Detchd,48.0,Unf,2.0,440.0,TA,TA,Y,0,21,150,0,0,0,Missing,GdPrv,Missing,0,2,2009,WD ,12.230765258120545,0,0,0,0,0,0,0,0,0,0,0
1951,535379110,70,RL,4.0943445622221,9.287301413112312,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,112,8,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,Unf,0.0,Unf,0.0,736.0,736.0,GasA,Ex,Y,SBrkr,6.621405651764134,783,0,7.335633981927201,0.0,0.0,1,1,3,1,Gd,6,Typ,0,Missing,Missing,27.0,Missing,0.0,0.0,Missing,Missing,N,0,112,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD ,11.904967552746252,0,0,0,0,0,0,0,0,1,0,0
9,527146030,120,RL,3.6635616461296463,8.592115117933497,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,15,14,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.0,Unf,0.0,415.0,1595.0,GasA,Ex,Y,SBrkr,7.38770923908104,0,0,7.38770923908104,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,15.0,RFn,2.0,608.0,TA,TA,Y,237,152,0,0,0,0,Missing,Missing,Missing,0,3,2010,WD ,12.373703486914124,0,0,0,0,0,0,0,0,0,0,0
2848,909176180,50,RL,4.0943445622221,9.295600215927006,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,68,56,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,930.0,Unf,0.0,128.0,1058.0,GasA,TA,Y,SBrkr,6.964135612418245,493,0,7.346655163176539,1.0,0.0,2,0,3,1,Fa,6,Typ,0,Missing,Detchd,68.0,Unf,1.0,240.0,Fa,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,7,2006,WD ,11.827736204810263,0,0,0,0,0,0,0,0,0,0,0
614,534431130,20,RL,4.219507705176107,9.18686701579054,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,54,54,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,100.0,ALQ,247.0,613.0,960.0,GasA,Gd,Y,SBrkr,6.866933284461882,0,0,6.866933284461882,1.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Attchd,54.0,RFn,1.0,330.0,TA,TA,Y,0,70,0,0,0,0,Missing,MnPrv,Missing,0,2,2009,WD ,11.711776323715394,0,0,0,0,0,0,0,0,0,0,0
1736,528222030,20,RL,4.290459441148391,9.104201775914515,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,Ex,Y,SBrkr,7.171656822768514,0,0,7.171656822768514,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,0.0,Fin,2.0,436.0,TA,TA,Y,0,22,0,0,0,0,Missing,Missing,Missing,0,8,2007,New,12.080991165908294,0,0,0,0,0,0,0,0,0,0,0
2686,903400030,30,RL,3.912023005428146,9.364948090202622,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,81,56,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,FuseA,6.704414354964107,0,0,6.704414354964107,0.0,0.0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,81.0,Unf,1.0,210.0,Fa,Fa,N,168,0,112,0,0,0,Missing,Missing,Missing,0,7,2006,WD ,11.59910316121128,0,0,0,0,0,0,0,0,0,0,0
2257,916253320,120,RM,4.219507705176107,9.186355009225672,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Rare_var,Norm,Norm,TwnhsE,1Story,7,5,9,9,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,Gd,TA,PConc,Gd,TA,No,GLQ,1102.0,ALQ,72.0,328.0,1502.0,GasA,Ex,Y,SBrkr,7.31455283232408,0,0,7.31455283232408,1.0,0.0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,9.0,Fin,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,9,2007,WD ,12.706847933442663,1,0,0,0,0,0,0,0,0,0,0
1284,902100020,20,RM,4.02535169073515,9.193804403336083,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,96.0,Unf,0.0,96.0,192.0,GasA,Gd,N,SBrkr,7.0326242610280065,0,0,7.0326242610280065,1.0,0.0,1,0,3,1,TA,7,Typ,0,Missing,Detchd,0.0,Unf,1.0,308.0,TA,TA,Y,0,175,0,0,0,0,Missing,Missing,Missing,0,12,2008,WD ,11.870599909242044,0,0,0,0,0,0,0,0,0,0,0
1765,528340030,60,RL,4.48863636973214,9.264544425989694,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,9,9,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,672.0,Unf,0.0,736.0,1408.0,GasA,Ex,Y,SBrkr,7.421177528595393,1407,0,8.032035314398824,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,9.0,Fin,3.0,806.0,TA,TA,Y,108,87,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD ,12.92391243868049,0,0,0,0,0,0,0,0,0,0,0
1811,531380110,60,RL,4.248495242049359,9.043340831280013,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,13,13,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814.0,Unf,0.0,114.0,928.0,GasA,Ex,Y,SBrkr,6.841615476477592,785,0,7.450660796211539,0.0,1.0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,13.0,RFn,2.0,471.0,TA,TA,Y,300,87,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD ,12.211060187041213,0,0,0,0,0,0,0,0,0,0,0
2603,535380130,50,RL,4.0943445622221,9.288966692431373,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,96,56,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,1077.0,1077.0,GasA,TA,Y,FuseA,6.8885724595653635,779,0,7.473069088032197,0.0,0.0,1,1,4,1,TA,7,Typ,1,TA,Detchd,71.0,Unf,2.0,648.0,Fa,TA,Y,120,0,96,0,0,0,Missing,Missing,Missing,0,2,2006,COD,11.289781913656018,0,0,0,0,0,0,0,0,0,0,0
2220,909282020,70,RL,4.110873864173311,8.889997357284841,Pave,Missing,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,62,5,Rare_var,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774.0,LwQ,150.0,104.0,1028.0,GasA,Ex,Y,SBrkr,7.269616749608169,884,0,7.749322464660356,1.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,62.0,Unf,1.0,180.0,TA,TA,Y,224,0,0,0,0,0,Missing,MnPrv,Missing,0,7,2007,WD ,12.46651198158808,0,0,0,0,0,0,0,0,0,0,0
2273,916477060,60,RL,4.219507705176107,9.375854810453756,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,4,3,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,766.0,Unf,0.0,356.0,1122.0,GasA,Ex,Y,SBrkr,7.044032897274685,1340,0,7.818430272070656,1.0,0.0,3,1,5,1,Gd,10,Typ,1,Gd,BuiltIn,4.0,Fin,2.0,452.0,TA,TA,Y,143,32,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD ,12.542187675503545,1,0,0,0,0,0,0,0,0,0,0
163,535453070,20,RL,4.31748811353631,8.922658299524402,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,51,16,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,906.0,0.0,1246.0,GasA,Ex,Y,SBrkr,7.1276936993473985,0,0,7.1276936993473985,1.0,0.0,1,1,3,1,Gd,6,Typ,0,Missing,Attchd,51.0,RFn,1.0,305.0,TA,TA,Y,218,0,0,0,0,0,Missing,GdPrv,Missing,0,5,2010,WD ,11.944707881395766,0,0,0,0,0,0,0,0,0,0,0
2116,906426060,50,RL,4.219507705176107,11.976659481202368,Pave,Missing,IR2,Low,AllPub,CulDSac,Rare_var,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,49,1,Gable,CompShg,Wd Sdng,HdBoard,Rare_var,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697.0,Unf,0.0,747.0,1444.0,GasA,Gd,Y,SBrkr,7.275172319452771,700,0,7.670428522190693,0.0,1.0,2,0,4,1,Gd,7,Typ,2,TA,Attchd,49.0,Fin,2.0,389.0,TA,TA,Y,0,98,0,0,0,0,Missing,Missing,Shed,500,6,2007,WD ,12.531772785169476,1,0,0,0,0,0,0,0,0,0,0
2734,905403050,50,RL,4.127134385045092,8.77770959579525,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,64,56,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,230.0,Unf,0.0,569.0,799.0,GasA,Ex,N,FuseA,6.683360945766275,351,0,7.047517221357296,0.0,0.0,1,0,3,1,TA,6,Mod,2,TA,BuiltIn,64.0,Unf,1.0,215.0,TA,TA,Y,264,0,0,0,0,0,Missing,Missing,Missing,0,3,2006,WD ,11.759785542901755,0,0,0,0,0,0,0,0,0,0,0
426,528108010,20,RL,4.700480365792417,9.563107691083898,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2,2,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1566.0,1566.0,GasA,Ex,Y,SBrkr,7.3777589082278725,0,0,7.3777589082278725,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2.0,RFn,3.0,890.0,TA,TA,Y,0,56,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD ,12.454103912352162,0,0,0,0,0,0,0,0,0,0,0
2216,909276210,50,RL,4.700480365792417,8.963160242833732,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,77,4,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0.0,741.0,930.0,GasA,Ex,Y,SBrkr,7.114769448366463,525,0,7.470224135899966,0.0,0.0,2,0,4,1,Gd,7,Typ,1,TA,Detchd,77.0,Unf,1.0,231.0,Fa,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,11,2007,WD ,12.144197241812087,0,0,0,0,0,0,0,0,0,0,0
2900,916475100,20,RL,4.442651256490317,9.570180302058072,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,4,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,526.0,1800.0,GasA,Ex,Y,SBrkr,7.495541943884256,0,0,7.495541943884256,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,4.0,Fin,3.0,765.0,TA,TA,Y,270,78,0,0,0,0,Missing,Missing,Missing,0,5,2006,WD ,12.652359748158593,0,0,0,0,0,0,0,0,0,0,0
97,533212010,160,FV,3.4011973816621555,8.065265208897733,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,6.396929655216146,600,0,7.090076835776092,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Missing,Detchd,6.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,Missing,Missing,Missing,0,6,2010,WD ,11.925035115797062,0,0,0,0,0,0,0,0,0,0,0
1680,527451170,160,RM,3.1780538303479458,7.560080465021827,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Rare_var,Norm,Norm,TwnhsE,2Story,5,5,36,36,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,294.0,765.0,GasA,Ex,Y,SBrkr,6.639875833826536,600,0,7.21890970761906,1.0,0.0,1,1,2,1,TA,6,Min1,0,Missing,Detchd,36.0,Unf,2.0,440.0,TA,TA,Y,240,36,0,0,0,0,Missing,Missing,Missing,0,8,2007,WD ,11.715866308966918,0,0,0,0,0,0,0,0,0,0,0
