Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Lot Frontage_nans,Mas Vnr Area_nans,BsmtFin SF 1_nans,BsmtFin SF 2_nans,Bsmt Unf SF_nans,Total Bsmt SF_nans,Bsmt Full Bath_nans,Bsmt Half Bath_nans,Garage Yr Blt_nans,Garage Cars_nans,Garage Area_nans,basement_livable,Total_sf,Functional_Num,ExterCond_Num,ExterQual_Num,KitchenQual_Num,neigh_score
2216,909276210,50,RL,4.700480365792417,8.963160242833732,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,3,Norm,Norm,1Fam,1.5Fin,4,6,8.774964387392123,2.0,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0.0,27.2213151776324,30.495901363953813,GasA,Ex,Y,SBrkr,7.114769448366463,525,0,7.470224135899966,0.0,0.0,2,0,4,1,Gd,7,Typ,1,TA,Detchd,8.774964387392123,Unf,1.0,15.198684153570664,Fa,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,11,2007,WD ,12.144197241812089,0,0,0,0,0,0,0,0,0,0,0,189.0,1462.1147694483666,8,4,3,4,4.939950511438781
2900,916475100,20,RL,4.442651256490317,9.570180302058072,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,4,Norm,Norm,1Fam,1Story,8,5,2.0,2.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,22.93468988235943,42.42640687119285,GasA,Ex,Y,SBrkr,7.495541943884256,0,0,7.495541943884256,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2.0,Fin,3.0,27.65863337187866,TA,TA,Y,270,78,0,0,0,0,Missing,Missing,Missing,0,5,2006,WD ,12.652359748158592,0,0,0,0,0,0,0,0,0,0,0,1274.0,1807.4955419438843,8,3,4,4,5.3832488380544925
97,533212010,160,FV,3.4011973816621555,8.065265208897733,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,4,Norm,Norm,TwnhsE,2Story,7,5,2.449489742783178,2.23606797749979,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,24.49489742783178,24.49489742783178,GasA,Ex,Y,SBrkr,6.396929655216146,600,0,7.090076835776092,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Missing,Detchd,2.449489742783178,RFn,2.0,21.908902300206645,TA,TA,Y,0,172,0,0,0,0,Missing,Missing,Missing,0,6,2010,WD ,11.925035115797062,0,0,0,0,0,0,0,0,0,0,0,0.0,1206.3969296552161,8,3,4,4,5.21953838743129
1680,527451170,160,RM,3.1780538303479458,7.560080465021827,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,3,Norm,Norm,TwnhsE,2Story,5,5,6.0,6.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,17.146428199482248,27.65863337187866,GasA,Ex,Y,SBrkr,6.639875833826536,600,0,7.21890970761906,1.0,0.0,1,1,2,1,TA,6,Min1,0,Missing,Detchd,6.0,Unf,2.0,20.97617696340303,TA,TA,Y,240,36,0,0,0,0,Missing,Missing,Missing,0,8,2007,WD ,11.715866308966918,0,0,0,0,0,0,0,0,0,0,0,471.0,1371.6398758338264,7,3,3,3,4.470477564325188
1133,531371070,60,RL,4.219507705176107,9.221280312014516,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,1,Norm,Norm,1Fam,2Story,6,5,2.23606797749979,2.23606797749979,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,80.0,ALQ,555.0,14.142135623730951,28.89636655359978,GasA,Ex,Y,SBrkr,6.727431724850855,861,0,7.436027816351848,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,2.23606797749979,RFn,2.0,23.280893453645632,TA,TA,Y,143,66,0,0,0,0,Missing,Missing,Missing,0,7,2008,WD ,12.144197241812089,0,0,0,0,0,0,0,0,0,0,0,635.0,1702.7274317248507,8,3,4,4,5.055827936808087
2761,906394010,60,RL,4.51085950651685,9.304194947447806,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,3,Norm,Norm,1Fam,2Story,7,5,1.0,0.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,30.740852297878796,30.740852297878796,GasA,Ex,Y,SBrkr,6.851184927493743,864,0,7.500529485395295,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Missing,Attchd,1.0,RFn,2.0,25.25866188063018,TA,TA,Y,144,54,0,0,0,0,Missing,Missing,Missing,0,5,2006,New,12.253433216890013,0,0,0,0,0,0,0,0,0,0,0,0.0,1815.8511849274937,8,3,4,4,5.21953838743129
1642,527256030,20,RL,4.442651256490317,9.552652665079078,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,4,Norm,Norm,1Fam,1Story,8,5,1.0,1.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,1558.0,Unf,0.0,25.729360660537214,47.11687595755899,GasA,Ex,Y,SBrkr,7.711548979629146,0,0,7.711548979629146,1.0,0.0,1,1,1,1,Gd,7,Typ,1,Gd,Attchd,1.0,RFn,2.0,26.90724809414742,TA,TA,Y,390,80,0,0,0,0,Missing,Missing,Missing,0,1,2007,WD ,12.998904514672732,0,0,0,0,0,0,0,0,0,0,0,1558.0,2227.7115489796292,8,3,4,4,5.3832488380544925
1141,531382110,60,RL,3.912023005428146,9.045465728785947,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,1,Norm,Norm,1Fam,2Story,6,5,3.872983346207417,3.7416573867739413,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,602.0,Unf,0.0,16.852299546352718,29.765752132274432,GasA,Ex,Y,SBrkr,6.786716950605081,794,0,7.426549072397305,0.0,1.0,2,1,3,1,Gd,7,Typ,0,Missing,Attchd,3.872983346207417,RFn,2.0,21.77154105707724,TA,TA,Y,144,96,0,0,0,0,Missing,Missing,Missing,0,10,2008,WD ,12.0015054797889,0,0,0,0,0,0,0,0,0,0,0,602.0,1686.786716950605,8,3,4,4,5.055827936808087
2118,906475110,60,RL,4.219507705176107,9.40960098282706,Pave,Missing,IR1,Low,AllPub,Inside,Gtl,2,Norm,Norm,1Fam,2Story,6,8,6.4031242374328485,0.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568.0,Unf,0.0,16.24807680927192,28.844410203711913,GasA,Gd,Y,SBrkr,6.883462586413092,1111,0,7.643482907077201,0.0,0.0,2,1,5,1,Gd,9,Typ,0,Missing,Attchd,6.4031242374328485,Fin,2.0,21.071307505705477,TA,TA,Y,133,168,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD ,12.141534124392605,1,0,0,0,0,0,0,0,0,0,0,568.0,1949.883462586413,8,3,3,4,5.30141174778571
870,907275010,20,RL,4.499809670330265,9.66459564425378,Pave,Missing,Reg,Lvl,AllPub,Rare_var,Gtl,3,Feedr,Norm,1Fam,1Story,8,5,3.1622776601683795,3.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,14.696938456699069,38.23610858861032,GasA,Ex,Y,SBrkr,7.321849713788356,0,0,7.321849713788356,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,3.1622776601683795,Fin,2.0,22.825424421026653,TA,TA,Y,135,34,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD ,12.301382825334498,0,0,0,0,0,0,0,0,0,0,0,1246.0,1469.3218497137884,8,3,4,4,5.3832488380544925
1875,534201040,20,RL,4.248495242049359,8.99342737041261,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,2,Norm,Norm,1Fam,1Story,5,6,6.324555320336759,3.7416573867739413,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,474.0,BLQ,38.0,20.904544960366874,30.805843601498726,GasA,TA,Y,SBrkr,7.009408932708637,0,0,7.009408932708637,1.0,0.0,1,0,3,1,Gd,5,Typ,0,Missing,Attchd,6.324555320336759,RFn,1.0,17.549928774784245,TA,TA,Y,88,64,0,0,0,0,Missing,Missing,Missing,0,3,2007,WD ,11.751942365440728,0,0,0,0,0,0,0,0,0,0,0,512.0,956.0094089327087,8,3,3,4,4.778164536327273
155,535327140,20,RL,4.0943445622221,8.881836305004146,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,2,Norm,Norm,1Fam,1Story,5,7,7.416198487095663,1.7320508075688772,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,6.717804695023691,0,0,6.717804695023691,0.0,0.0,1,0,2,1,TA,5,Mod,1,Po,Detchd,6.557438524302,Unf,1.0,19.79898987322333,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD ,11.585246126549857,0,0,0,0,0,0,0,0,0,0,0,0.0,6.717804695023691,5,3,3,3,4.574177141991488
1318,902328040,75,RM,3.555348061489413,8.748304912379623,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,2,Norm,Norm,1Fam,Rare_var,6,6,9.695359714832659,2.6457513110645907,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,27.23967694375247,27.23967694375247,GasA,Ex,Y,SBrkr,6.60934924316738,742,0,7.302496423727326,0.0,0.0,2,0,3,1,TA,9,Typ,1,Gd,Missing,5.291502622129181,Missing,0.0,0.0,Missing,Missing,Y,0,291,134,0,0,0,Missing,Missing,Missing,0,6,2008,WD ,11.759785542901756,0,0,0,0,0,0,0,0,1,0,0,0.0,1490.6093492431673,8,3,3,3,4.941874986950475
1285,902100030,30,RM,3.4011973816621555,8.562548893137034,Pave,Grvl,Rare_var,Bnk,AllPub,Inside,Gtl,2,Artery,Norm,1Fam,1Story,5,5,9.1104335791443,2.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,26.076809620810597,26.076809620810597,GasA,Gd,N,Rare_var,6.638567789166521,0,0,6.638567789166521,0.0,0.0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,6.557438524302,Unf,2.0,22.44994432064365,TA,TA,N,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2008,WD ,11.198214720130528,0,0,0,0,0,0,0,0,0,0,0,0.0,686.6385677891665,8,3,3,3,4.598396155909655
2400,528164040,20,RL,4.276666119016055,9.37974553683691,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,4,Norm,Norm,1Fam,1Story,9,5,1.7320508075688772,1.4142135623730951,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567.0,Unf,0.0,15.0,42.33202097703345,GasA,Ex,Y,SBrkr,7.491087593534876,0,0,7.491087593534876,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,1.7320508075688772,Fin,3.0,29.563490998188964,TA,TA,Y,206,49,0,0,0,0,Missing,Missing,Missing,0,8,2006,WD ,12.832011076396668,0,0,0,0,0,0,0,0,0,0,0,1567.0,1799.491087593535,8,3,4,5,5.5469592886776935
1068,528178070,60,RL,4.867534450455582,9.735068900911164,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,4,Norm,Norm,1Fam,2Story,8,5,2.6457513110645907,2.449489742783178,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1075.0,Unf,0.0,20.09975124224178,38.45776904605882,GasA,Ex,Y,SBrkr,7.323170717943469,1134,0,7.88193748927207,1.0,0.0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,2.6457513110645907,Fin,3.0,27.313000567495326,TA,TA,Y,0,60,0,0,0,0,Missing,Missing,Missing,0,1,2008,WD ,12.950981760648707,0,0,0,0,0,0,0,0,0,0,0,1075.0,2620.3231707179434,8,3,4,4,5.3832488380544925
361,527164060,60,RL,4.219507705176107,9.173261363734762,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,2,Norm,Norm,1Fam,2Story,6,5,4.123105625617661,4.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,28.42534080710379,28.42534080710379,GasA,Gd,Y,SBrkr,6.694562058521095,785,0,7.373374309910049,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,4.0,RFn,2.0,19.72308292331602,TA,TA,Y,342,40,0,0,0,0,Missing,MnPrv,Missing,0,12,2009,WD ,12.089538829274222,1,0,0,0,0,0,0,0,0,0,0,0.0,1599.6945620585211,8,3,3,3,4.762106606532858
1493,908128050,85,RL,4.499809670330265,9.211539652551664,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,1,Norm,Norm,1Fam,SFoyer,4,5,6.0,6.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920.0,Rec,180.0,6.164414002968976,33.734255586866,GasA,TA,Y,SBrkr,7.074116816197362,0,0,7.074116816197362,1.0,0.0,2,0,3,1,TA,6,Typ,0,Missing,Detchd,5.830951894845301,RFn,2.0,24.24871130596428,TA,TA,Y,0,0,180,0,0,0,Missing,MnPrv,Missing,0,4,2008,WD ,11.831379196088765,0,0,0,0,0,0,0,0,0,0,0,1100.0,1145.0741168161974,8,3,3,3,4.434685705286453
1110,528390020,20,RL,4.51085950651685,9.5682245844549,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,4,Norm,Norm,1Fam,1Story,8,5,3.7416573867739413,3.7416573867739413,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314.0,Unf,0.0,25.92296279363144,44.56455991031439,GasA,Ex,Y,SBrkr,7.594381242551817,0,0,7.594381242551817,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,3.7416573867739413,Fin,2.0,26.28687885618983,TA,TA,Y,262,36,0,0,0,0,Missing,Missing,Missing,0,8,2008,WD ,12.616525295149378,0,0,0,0,0,0,0,0,0,0,0,1314.0,1993.594381242552,8,3,4,4,5.3832488380544925
911,909250080,70,RL,3.7612001156935615,8.649448770536708,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,1,Feedr,Norm,1Fam,2Story,6,6,8.602325267042627,7.681145747868608,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,24.145392935299274,24.145392935299274,GasA,Gd,Y,FuseF,6.472346294500901,595,0,7.124478262493424,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,9.1104335791443,Unf,1.0,13.416407864998739,Fa,TA,Y,329,96,0,0,0,0,Missing,Missing,Missing,0,3,2009,WD ,11.56171562913966,0,0,0,0,0,0,0,0,0,0,0,0.0,1184.4723462945008,8,3,3,3,4.941874986950475
2535,534201260,20,RL,4.356708826689592,9.144200569471638,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,2,Feedr,Norm,1Fam,1Story,6,7,6.164414002968976,1.4142135623730951,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,0.0,14.696938456699069,31.240998703626616,GasA,TA,Y,SBrkr,6.883462586413092,0,0,6.883462586413092,1.0,0.0,1,0,2,1,Gd,4,Typ,1,Fa,Attchd,6.164414002968976,RFn,2.0,22.44994432064365,TA,TA,Y,94,0,0,0,0,0,Missing,Missing,Missing,0,8,2006,WD ,11.967180737247824,0,0,0,0,0,0,0,0,0,0,0,760.0,982.8834625864131,8,3,3,4,5.121643367368091
2030,903430050,50,RM,3.688879454113936,8.644706511715198,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,2,Norm,Norm,1Fam,1.5Fin,5,3,10.295630140987,7.54983443527075,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,31.12876483254676,31.12876483254676,GasA,TA,N,FuseA,6.876264611890766,245,0,7.101675971619444,0.0,0.0,1,0,2,1,TA,6,Typ,0,Missing,Detchd,9.327379053088816,Unf,1.0,14.696938456699069,TA,TA,N,0,0,77,0,0,0,Missing,MnPrv,Missing,0,9,2007,WD ,11.669929213779891,0,0,0,0,0,0,0,0,0,0,0,0.0,1220.8762646118907,8,3,3,3,4.238859395074421
2634,535478090,20,RL,4.248495242049359,8.85366542803745,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,2,Artery,Norm,1Fam,1Story,5,6,6.6332495807108,6.6332495807108,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,468.0,Unf,0.0,19.8997487421324,29.393876913398138,GasA,Gd,Y,SBrkr,6.761572768804055,0,0,6.761572768804055,0.0,1.0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,6.6332495807108,Unf,1.0,18.33030277982336,TA,TA,Y,0,0,0,0,0,0,Missing,GdWo,Missing,0,2,2006,WD ,11.56171562913966,0,0,0,0,0,0,0,0,0,0,0,468.0,870.7615727688041,8,3,3,3,4.778164536327273
1530,909256060,50,RL,3.9318256327243257,9.257223957875032,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,1,Norm,Norm,1Fam,1.5Fin,6,5,8.48528137423857,7.615773105863909,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,32.61901286060018,32.61901286060018,GasA,Ex,Y,FuseA,7.061334366910438,0,473,7.40184157874383,0.0,0.0,1,0,3,1,TA,6,Rare_var,0,Missing,Detchd,8.48528137423857,Unf,1.0,15.491933384829668,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,3,2008,WD ,11.652687407345388,0,0,0,0,0,0,0,0,0,0,0,0.0,1071.0613343669104,1,3,3,3,3.8666764654415853
435,528112040,20,RL,4.553876891600541,9.35686202463895,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,4,Norm,Norm,1Fam,1Story,9,5,1.0,1.0,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,41.66533331199932,41.66533331199932,GasA,Ex,Y,SBrkr,7.459338895220296,0,0,7.459338895220296,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,1.0,RFn,3.0,28.879058156387302,TA,TA,Y,319,90,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD ,12.793859310432293,0,0,0,0,0,0,0,0,0,0,0,0.0,1743.4593388952203,8,3,5,5,5.8406806189529235
812,906226110,90,RL,4.158883083359672,8.85623355614316,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,1,Norm,Norm,Duplex,1Story,5,5,5.477225575051661,5.477225575051661,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,0.0,0.0,GasA,TA,Y,SBrkr,7.336285660021297,0,0,7.336285660021297,0.0,0.0,2,0,4,2,TA,8,Typ,0,Missing,Attchd,5.477225575051661,Unf,2.0,20.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD ,11.685684782260491,0,0,0,0,0,0,0,0,0,0,0,0.0,7.336285660021297,8,3,3,3,4.598396155909655
1202,534251280,60,RL,4.219507705176107,9.119320973589014,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,3,Feedr,Norm,1Fam,2Story,6,8,6.48074069840786,2.8284271247461903,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,GLQ,400.0,Rec,64.0,18.33030277982336,28.284271247461902,GasA,Gd,Y,SBrkr,6.684611727667927,832,0,7.397561535524052,0.0,1.0,1,1,4,1,Gd,7,Typ,0,Missing,Attchd,6.48074069840786,Unf,2.0,22.0,TA,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,7,2008,WD ,12.061046873479915,1,0,0,0,0,0,0,0,0,0,0,464.0,1638.684611727668,8,3,3,4,5.30141174778571
666,535383120,30,RL,4.0943445622221,9.287301413112312,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,2,Norm,Norm,1Fam,1Story,3,5,10.908712114635714,3.3166247903554,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,25.099800796022265,25.099800796022265,GasA,TA,Y,FuseA,6.586171654854675,0,0,6.586171654854675,0.0,0.0,1,1,1,1,TA,4,Typ,0,Missing,Detchd,7.0710678118654755,Unf,1.0,17.88854381999832,TA,TA,Y,0,30,0,0,0,0,Missing,Missing,Missing,0,11,2009,WD ,11.2708539037705,0,0,0,0,0,0,0,0,0,0,0,0.0,636.5861716548546,8,3,3,3,4.2709752546632505
1751,528240020,60,RL,4.127134385045092,9.01724094201035,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,2,Norm,Norm,1Fam,2Story,7,5,1.7320508075688772,1.7320508075688772,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,28.982753492378876,28.982753492378876,GasA,Ex,Y,SBrkr,6.733401891837359,880,0,7.450079569807499,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,1.7320508075688772,Fin,2.0,20.97617696340303,TA,TA,Y,100,48,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD ,12.11996994647676,0,0,0,0,0,0,0,0,0,0,0,0.0,1726.7334018918373,8,3,4,4,5.21953838743129
705,902135020,20,RM,4.0943445622221,8.699514748210191,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,2,Norm,Norm,2fmCon,1Story,4,4,7.483314773547883,7.483314773547883,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,30.59411708155671,30.59411708155671,GasA,TA,N,SBrkr,6.841615476477592,0,0,6.841615476477592,0.0,0.0,1,0,2,1,TA,4,Min2,0,Missing,Detchd,5.916079783099616,Unf,2.0,24.0,TA,TA,Y,0,32,112,0,0,0,Missing,Missing,Missing,0,2,2009,WD ,11.440354772135391,0,0,0,0,0,0,0,0,0,0,0,0.0,942.8416154764776,6,3,2,3,3.7053588114246714
1744,528228375,120,RL,4.219507705176107,8.19450550976564,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,3,Norm,Norm,TwnhsE,1Story,8,5,2.0,2.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1084.0,Unf,0.0,17.944358444926362,37.49666651850535,GasA,Ex,Y,SBrkr,7.370860166536716,0,0,7.370860166536716,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2.0,Fin,3.0,25.099800796022265,TA,TA,Y,143,20,0,0,0,0,Missing,Missing,Missing,0,11,2007,WD ,12.330500223905226,1,0,0,0,0,0,0,0,0,0,0,1084.0,1413.3708601665367,8,3,4,4,5.3832488380544925
357,527163040,60,RL,4.07753744390572,8.966611387052865,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,2,Norm,Norm,1Fam,2Story,6,7,4.0,3.872983346207417,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,28.26658805020514,28.26658805020514,GasA,Gd,Y,SBrkr,6.683360945766275,772,0,7.359467638255621,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,4.0,RFn,2.0,19.493588689617926,TA,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,5,2009,WD ,12.089538829274222,0,0,0,0,0,0,0,0,0,0,0,0.0,1577.6833609457663,8,3,4,3,5.41536469764332
2133,907192120,20,RL,4.276666119016055,9.274722630905451,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,3,Norm,Norm,1Fam,1Story,7,5,2.0,2.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013.0,Unf,0.0,20.97617696340303,38.118237105091836,GasA,Ex,Y,SBrkr,7.2991214627108,0,0,7.2991214627108,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,2.0,RFn,2.0,23.62202362203543,TA,TA,Y,144,29,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD ,12.328290278254425,0,0,0,0,0,0,0,0,0,0,0,1013.0,1460.299121462711,8,3,4,4,5.21953838743129
989,924100060,60,RL,4.248495242049359,9.25502688959859,Pave,Missing,IR1,Lvl,AllPub,Inside,Mod,2,Norm,Norm,1Fam,2Story,5,7,6.324555320336759,6.324555320336759,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,Rare_var,CBlock,TA,TA,Gd,BLQ,496.0,LwQ,288.0,0.0,28.0,GasA,Ex,Y,SBrkr,6.664409020350408,848,0,7.397561535524052,0.0,0.0,1,1,4,1,TA,7,Typ,1,TA,Attchd,6.324555320336759,RFn,2.0,29.966648127543394,TA,TA,Y,0,173,368,0,0,0,Missing,MnPrv,Missing,0,4,2009,WD ,12.061046873479915,0,0,0,0,0,0,0,0,0,0,0,784.0,1638.6644090203504,8,1,4,3,4.6006613955506985
562,532378120,20,RL,4.0943445622221,9.0217190130337,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,1,Norm,Norm,1Fam,1Story,5,5,6.6332495807108,6.6332495807108,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553.0,BLQ,311.0,0.0,29.393876913398138,GasA,Gd,Y,SBrkr,6.761572768804055,0,0,6.761572768804055,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Detchd,6.6332495807108,Unf,1.0,18.973665961010276,TA,TA,Y,0,0,236,0,0,0,Missing,GdWo,Missing,0,12,2009,WD ,11.041048081342682,0,0,0,0,0,0,0,0,0,0,0,864.0,870.7615727688041,8,3,3,3,4.598396155909655
